InvoiceNo,CustomerID,Date,SubTotal,BasketSize
524270,16269.0,2010-09-28 11:50:00,717.57,579
524271,14341.0,2010-09-28 11:50:00,280.6,136
524272,14341.0,2010-09-28 11:52:00,65.85,23
524273,13970.0,2010-09-28 11:53:00,288.55,109
524274,13317.0,2010-09-28 11:53:00,7.6499999999999995,9
524280,13963.0,2010-09-28 12:14:00,106.53,171
524281,14688.0,2010-09-28 12:16:00,35.400000000000006,12
524284,16779.0,2010-09-28 12:26:00,471.31,333
524285,14480.0,2010-09-28 12:27:00,373.08000000000004,218
524286,16919.0,2010-09-28 12:35:00,309.89,138
524287,16919.0,2010-09-28 12:37:00,23.85,3
524288,17450.0,2010-09-28 12:44:00,603.9799999999999,143
524289,15347.0,2010-09-28 12:50:00,555.85,197
524290,14461.0,2010-09-28 12:54:00,458.25,354
524291,15311.0,2010-09-28 12:58:00,465.65,235
524292,18231.0,2010-09-28 13:02:00,215.55,49
524293,14461.0,2010-09-28 13:09:00,69.69999999999999,6
524294,13386.0,2010-09-28 13:09:00,313.7,190
524295,17572.0,2010-09-28 13:09:00,83.85000000000001,33
524296,13397.0,2010-09-28 13:10:00,308.4,60
524298,14897.0,2010-09-28 13:12:00,567.6,186
524299,14911.0,2010-09-28 13:13:00,1532.1,678
524300,16554.0,2010-09-28 13:15:00,547.06,304
524301,14597.0,2010-09-28 13:17:00,100.5,102
524302,14257.0,2010-09-28 13:20:00,620.8100000000001,342
524303,17706.0,2010-09-28 13:36:00,232.85,53
524304,17706.0,2010-09-28 13:38:00,101.25,39
524305,14988.0,2010-09-28 13:40:00,388.12,211
524306,17007.0,2010-09-28 13:51:00,230.17000000000002,120
524307,17092.0,2010-09-28 13:54:00,1238.81,830
524308,16198.0,2010-09-28 13:59:00,629.36,255
524310,17624.0,2010-09-28 14:07:00,408.32,271
524311,17841.0,2010-09-28 14:09:00,424.72,186
524312,17416.0,2010-09-28 14:11:00,332.4,80
524313,17416.0,2010-09-28 14:12:00,50.400000000000006,24
524314,15871.0,2010-09-28 14:16:00,33.099999999999994,5
524316,14298.0,2010-09-28 14:23:00,372.65,407
524317,14298.0,2010-09-28 14:24:00,1085.72,892
524318,14298.0,2010-09-28 14:25:00,328.44,132
524319,14740.0,2010-09-28 14:25:00,358.02000000000004,146
524320,18049.0,2010-09-28 14:26:00,283.97,274
524321,17092.0,2010-09-28 14:27:00,50.4,120
524322,16710.0,2010-09-28 14:33:00,142.76,100
524323,12476.0,2010-09-28 14:41:00,739.13,293
524324,17886.0,2010-09-28 14:44:00,399.79,166
524326,16992.0,2010-09-28 14:59:00,326.75,121
524329,15636.0,2010-09-28 15:10:00,330.88,136
524330,13110.0,2010-09-28 15:23:00,521.1,140
524332,14489.0,2010-09-28 15:26:00,346.45,231
524334,13754.0,2010-09-28 15:29:00,164.45000000000002,101
524335,13870.0,2010-09-28 15:42:00,280.44,96
524336,13870.0,2010-09-28 15:43:00,23.4,12
524337,14410.0,2010-09-28 15:46:00,460.17,306
524338,12975.0,2010-09-28 15:51:00,200.88,50
524339,12975.0,2010-09-28 15:52:00,17.700000000000003,6
524340,16650.0,2010-09-28 15:54:00,148.08,264
524341,17085.0,2010-09-28 16:00:00,52.199999999999996,36
524345,13927.0,2010-09-28 16:12:00,359.27,249
524346,12782.0,2010-09-28 16:14:00,17.3,8
524348,18215.0,2010-09-28 16:18:00,493.28000000000003,318
524349,14825.0,2010-09-28 16:18:00,2.1,1
524351,13554.0,2010-09-28 16:25:00,441.23,184
524353,15694.0,2010-09-28 16:46:00,2.1,1
524354,17048.0,2010-09-28 16:50:00,501.28000000000003,220
524355,14909.0,2010-09-28 16:56:00,299.4,210
524358,16237.0,2010-09-28 17:02:00,136.65,57
524363,16875.0,2010-09-28 17:10:00,282.96,160
524365,16875.0,2010-09-28 17:11:00,29.1,18
524369,13239.0,2010-09-28 17:21:00,336.2,72
524370,13922.0,2010-09-28 17:26:00,269.75,139
524375,13881.0,2010-09-28 17:37:00,68.0,8
524377,14748.0,2010-09-28 17:42:00,12.600000000000001,6
524379,17612.0,2010-09-28 17:44:00,319.75,135
524380,12964.0,2010-09-28 17:47:00,132.24,56
524384,16341.0,2010-09-28 17:55:00,6.72,16
524387,12840.0,2010-09-28 17:58:00,673.51,359
524388,15321.0,2010-09-28 18:11:00,955.51,484
524389,16600.0,2010-09-28 18:23:00,305.81,203
524402,17696.0,2010-09-28 18:43:00,178.60000000000002,80
524405,17091.0,2010-09-29 08:43:00,426.59000000000003,233
524406,18172.0,2010-09-29 09:22:00,377.0,118
524407,14210.0,2010-09-29 09:23:00,374.40000000000003,192
524408,12483.0,2010-09-29 09:36:00,115.60000000000001,37
524409,12975.0,2010-09-29 09:46:00,633.3199999999999,539
524411,15093.0,2010-09-29 09:59:00,512.02,234
524412,14911.0,2010-09-29 09:59:00,362.9,163
524413,13639.0,2010-09-29 10:05:00,312.93,197
524415,16177.0,2010-09-29 10:11:00,250.95,101
524416,16148.0,2010-09-29 10:12:00,310.3,178
524417,16177.0,2010-09-29 10:12:00,19.799999999999997,12
524418,12946.0,2010-09-29 10:14:00,324.45,149
524419,14299.0,2010-09-29 10:14:00,711.18,622
524420,16293.0,2010-09-29 10:22:00,665.33,247
524421,13804.0,2010-09-29 10:26:00,542.73,311
524422,16293.0,2010-09-29 10:26:00,193.85,73
524423,13797.0,2010-09-29 10:34:00,512.58,212
524437,17511.0,2010-09-29 10:57:00,5134.26,3492
524438,18044.0,2010-09-29 10:57:00,147.75,61
524441,14275.0,2010-09-29 11:15:00,368.56,180
524446,14049.0,2010-09-29 11:19:00,1681.74,1147
524482,15734.0,2010-09-29 11:40:00,613.2,91
524483,17083.0,2010-09-29 11:44:00,398.96,168
524484,14422.0,2010-09-29 11:48:00,1078.57,583
524485,16783.0,2010-09-29 11:53:00,391.95,163
524486,17029.0,2010-09-29 11:59:00,367.15,173
524487,17068.0,2010-09-29 12:06:00,105.68,72
524488,14513.0,2010-09-29 12:11:00,20.16,48
524489,12540.0,2010-09-29 12:12:00,937.54,478
524490,14451.0,2010-09-29 12:22:00,306.73,153
524491,14327.0,2010-09-29 12:23:00,323.0,178
524493,17227.0,2010-09-29 12:24:00,104.51,193
524502,14156.0,2010-09-29 12:32:00,175.2,16
524503,16029.0,2010-09-29 12:33:00,538.8,248
524504,14843.0,2010-09-29 12:39:00,211.79999999999998,132
524505,16654.0,2010-09-29 12:39:00,155.0,62
524506,17470.0,2010-09-29 12:40:00,300.24,196
524507,14891.0,2010-09-29 12:41:00,201.0,82
524508,13770.0,2010-09-29 12:41:00,343.44,189
524509,17257.0,2010-09-29 12:49:00,179.05,152
524511,17257.0,2010-09-29 12:51:00,13.68,36
524512,17382.0,2010-09-29 12:54:00,402.48,120
524513,13246.0,2010-09-29 13:00:00,288.69,251
524516,14049.0,2010-09-29 13:04:00,39.0,12
524517,14543.0,2010-09-29 13:06:00,704.85,143
524518,16218.0,2010-09-29 13:08:00,174.0,120
524519,13319.0,2010-09-29 13:09:00,264.0,88
524520,13319.0,2010-09-29 13:11:00,70.2,28
524521,17739.0,2010-09-29 13:13:00,672.0600000000001,178
524522,14911.0,2010-09-29 13:14:00,483.15,252
524523,14829.0,2010-09-29 13:14:00,345.9,180
524524,14514.0,2010-09-29 13:14:00,955.9,441
524525,14449.0,2010-09-29 13:15:00,255.81,167
524526,14667.0,2010-09-29 13:17:00,824.86,699
524529,15912.0,2010-09-29 13:20:00,155.09,93
524530,17096.0,2010-09-29 13:28:00,318.45,155
524532,18087.0,2010-09-29 13:29:00,306.0,120
524533,16210.0,2010-09-29 13:34:00,309.0,52
524534,14510.0,2010-09-29 13:35:00,486.23,518
524536,13105.0,2010-09-29 13:41:00,72.0,100
524537,14606.0,2010-09-29 13:44:00,142.11,78
524538,16369.0,2010-09-29 13:47:00,326.35,135
524539,14911.0,2010-09-29 13:49:00,483.15,1
524540,13048.0,2010-09-29 13:49:00,375.76,293
524543,14510.0,2010-09-29 13:54:00,15.299999999999999,6
524544,18075.0,2010-09-29 13:54:00,338.97,229
524545,12841.0,2010-09-29 13:55:00,164.57,173
524546,16928.0,2010-09-29 13:57:00,106.05,15
524548,15298.0,2010-09-29 14:05:00,567.0,391
524549,14477.0,2010-09-29 14:05:00,165.0,100
524552,17442.0,2010-09-29 14:16:00,305.38,210
524553,13050.0,2010-09-29 14:21:00,317.58,189
524554,17281.0,2010-09-29 14:25:00,216.74999999999997,85
524556,16658.0,2010-09-29 14:27:00,105.0,40
524559,17515.0,2010-09-29 14:37:00,111.1,42
524561,15985.0,2010-09-29 14:41:00,17.700000000000003,6
524562,13491.0,2010-09-29 14:42:00,122.7,48
524563,15985.0,2010-09-29 14:43:00,398.6,234
524564,15301.0,2010-09-29 14:54:00,262.4,192
524565,13257.0,2010-09-29 14:58:00,149.75,33
524566,15129.0,2010-09-29 15:02:00,243.68,248
524567,16489.0,2010-09-29 15:02:00,110.65,19
524568,16287.0,2010-09-29 15:07:00,286.87,299
524569,18172.0,2010-09-29 15:14:00,251.7,106
524571,15638.0,2010-09-29 15:34:00,80.4,24
524573,15638.0,2010-09-29 15:35:00,328.4,78
524574,16773.0,2010-09-29 15:47:00,111.9,34
524577,16202.0,2010-09-29 16:14:00,406.69,232
524594,14911.0,2010-09-29 16:26:00,237.85,1
524595,16490.0,2010-09-29 16:30:00,205.41000000000003,113
524596,15144.0,2010-09-29 16:31:00,469.05,293
524600,17771.0,2010-09-29 16:35:00,125.6,82
524601,12661.0,2010-09-29 16:46:00,162.0,216
524602,12857.0,2010-09-29 16:49:00,1107.6,400
524603,12971.0,2010-09-29 16:54:00,205.20000000000002,52
524606,13591.0,2010-09-30 08:59:00,323.0,172
524607,13556.0,2010-09-30 09:01:00,107.22,98
524608,14230.0,2010-09-30 09:06:00,45.15,9
524609,14230.0,2010-09-30 09:07:00,459.15000000000003,129
524610,12472.0,2010-09-30 09:28:00,753.4399999999999,447
524611,13078.0,2010-09-30 09:37:00,614.3000000000001,267
524612,16843.0,2010-09-30 09:39:00,432.15,181
524613,14004.0,2010-09-30 09:39:00,807.15,369
524614,16843.0,2010-09-30 09:40:00,50.4,120
524616,14004.0,2010-09-30 10:21:00,34.0,8
524617,17146.0,2010-09-30 10:24:00,296.6,86
524618,14911.0,2010-09-30 10:29:00,956.6,690
524619,13102.0,2010-09-30 10:34:00,201.70999999999998,125
524620,13962.0,2010-09-30 10:35:00,193.25,73
524621,14258.0,2010-09-30 10:42:00,1916.8799999999999,820
524622,13729.0,2010-09-30 10:44:00,5.1,2
524624,17340.0,2010-09-30 10:49:00,1256.26,408
524626,17382.0,2010-09-30 10:53:00,59.4,36
524627,16522.0,2010-09-30 10:54:00,304.56,180
524628,14796.0,2010-09-30 10:56:00,171.48,116
524640,16368.0,2010-09-30 11:30:00,142.78,57
524662,14707.0,2010-09-30 11:37:00,69.6,48
524690,13602.0,2010-09-30 11:51:00,289.2,165
524691,18178.0,2010-09-30 11:51:00,1233.44,654
524692,17720.0,2010-09-30 11:53:00,362.39,223
524693,16928.0,2010-09-30 12:00:00,37.5,30
524694,15434.0,2010-09-30 12:01:00,549.38,397
524700,14953.0,2010-09-30 12:16:00,301.98,187
524701,17667.0,2010-09-30 12:19:00,302.90000000000003,193
524702,17929.0,2010-09-30 12:22:00,381.6,48
524703,17929.0,2010-09-30 12:22:00,199.0,20
524704,17961.0,2010-09-30 12:30:00,11.9,2
524708,13394.0,2010-09-30 12:38:00,315.42,252
524710,16013.0,2010-09-30 12:45:00,432.0,480
524712,16013.0,2010-09-30 12:47:00,396.0,144
524715,13966.0,2010-09-30 13:08:00,390.86,772
524716,12562.0,2010-09-30 13:13:00,426.0,214
524717,13854.0,2010-09-30 13:30:00,391.2,80
524718,15812.0,2010-09-30 13:30:00,358.35,223
524719,12806.0,2010-09-30 13:34:00,15.0,1
524720,13089.0,2010-09-30 13:47:00,684.82,378
524721,15311.0,2010-09-30 13:56:00,256.5,110
524722,12748.0,2010-09-30 13:56:00,398.87,212
524723,16214.0,2010-09-30 13:57:00,975.5,888
524724,14742.0,2010-09-30 14:07:00,579.85,374
524726,15736.0,2010-09-30 14:19:00,1554.17,1163
524727,15736.0,2010-09-30 14:20:00,261.55,105
524728,12748.0,2010-09-30 14:24:00,912.9000000000001,450
524729,13694.0,2010-09-30 14:25:00,1149.6,592
524730,16958.0,2010-09-30 14:25:00,809.44,561
524741,14800.0,2010-09-30 14:38:00,455.3,641
524746,16859.0,2010-09-30 14:41:00,293.22999999999996,285
524747,14156.0,2010-09-30 14:46:00,1194.66,852
524750,12963.0,2010-09-30 15:12:00,427.88,208
524751,14699.0,2010-09-30 15:14:00,175.93,153
524761,16347.0,2010-09-30 15:39:00,406.7,165
524773,15960.0,2010-09-30 15:50:00,160.9,173
524799,13804.0,2010-09-30 16:20:00,30.0,24
524827,12523.0,2010-09-30 16:45:00,266.59000000000003,175
524828,12705.0,2010-09-30 17:05:00,1099.5,604
524829,13108.0,2010-09-30 17:09:00,398.4,447
524830,14110.0,2010-09-30 17:13:00,354.03000000000003,185
524832,14568.0,2010-09-30 17:15:00,919.7,645
524833,17581.0,2010-09-30 17:18:00,1233.61,646
524834,15243.0,2010-09-30 17:28:00,610.6,358
524835,15287.0,2010-09-30 17:30:00,125.04,92
524837,13763.0,2010-09-30 17:39:00,3196.48,2460
524838,16907.0,2010-09-30 17:47:00,156.1,48
524840,12808.0,2010-09-30 17:55:00,103.4,39
524841,12457.0,2010-09-30 17:59:00,632.68,251
524842,12951.0,2010-09-30 18:02:00,322.95,223
524843,16044.0,2010-09-30 18:12:00,340.84000000000003,170
524850,14739.0,2010-09-30 18:42:00,183.12,96
524851,12500.0,2010-09-30 18:45:00,224.85,86
524852,12971.0,2010-09-30 18:57:00,123.20000000000002,40
524854,13969.0,2010-09-30 19:02:00,100.75,50
524855,14702.0,2010-09-30 19:25:00,282.89,175
524856,14713.0,2010-09-30 19:43:00,243.12,173
524857,13230.0,2010-09-30 19:45:00,159.85,51
524858,14657.0,2010-09-30 19:57:00,232.93,117
524859,16441.0,2010-09-30 20:08:00,109.02,45
524861,13784.0,2010-10-01 08:19:00,48.150000000000006,13
524862,12417.0,2010-10-01 08:39:00,202.06,105
524863,12817.0,2010-10-01 08:57:00,195.60000000000002,43
524864,14564.0,2010-10-01 09:02:00,1616.44,856
524865,17533.0,2010-10-01 09:14:00,34.8,24
524866,15199.0,2010-10-01 09:28:00,300.7,96
524868,16306.0,2010-10-01 09:36:00,492.45,225
524869,15081.0,2010-10-01 09:39:00,141.3,32
524870,18260.0,2010-10-01 10:02:00,468.58000000000004,200
524871,12935.0,2010-10-01 10:04:00,285.8,226
524872,18260.0,2010-10-01 10:08:00,151.2,28
524873,14425.0,2010-10-01 10:24:00,239.1,90
524874,12931.0,2010-10-01 10:28:00,5715.8,3804
524875,14303.0,2010-10-01 10:31:00,162.6,100
524876,14225.0,2010-10-01 10:32:00,409.82,266
524877,13069.0,2010-10-01 10:33:00,527.58,1815
524878,12696.0,2010-10-01 10:43:00,534.76,360
524879,16101.0,2010-10-01 10:45:00,727.35,441
524890,18236.0,2010-10-01 11:03:00,228.5,70
524891,18236.0,2010-10-01 11:05:00,17.700000000000003,6
524909,17389.0,2010-10-01 11:34:00,5326.68,1884
524920,14344.0,2010-10-01 11:38:00,153.85000000000002,59
524929,16705.0,2010-10-01 11:40:00,165.0,100
524931,17389.0,2010-10-01 11:43:00,255.0,20
524932,13203.0,2010-10-01 11:45:00,646.3199999999999,528
524933,17389.0,2010-10-01 11:49:00,219.0,20
524934,17521.0,2010-10-01 11:49:00,245.1,146
524936,13002.0,2010-10-01 11:58:00,180.38,96
524937,15261.0,2010-10-01 11:59:00,868.33,447
524939,17360.0,2010-10-01 12:07:00,248.25,148
524942,12639.0,2010-10-01 12:17:00,572.69,285
524944,15276.0,2010-10-01 12:24:00,401.5,223
524945,13566.0,2010-10-01 12:27:00,262.67,216
524951,12609.0,2010-10-01 12:46:00,388.9,152
524953,15190.0,2010-10-01 13:09:00,834.4399999999999,790
524955,16606.0,2010-10-01 13:21:00,237.96,114
524957,13198.0,2010-10-01 13:27:00,821.84,498
524961,15451.0,2010-10-01 13:40:00,122.95,45
524963,17706.0,2010-10-01 13:50:00,376.11,288
524964,16472.0,2010-10-01 13:56:00,232.56,84
524965,17555.0,2010-10-01 14:07:00,213.49,160
524966,15764.0,2010-10-01 14:07:00,358.2,214
524967,16570.0,2010-10-01 14:31:00,543.3,474
524968,16570.0,2010-10-01 14:32:00,50.400000000000006,24
524969,14646.0,2010-10-01 14:38:00,2971.06,3006
524970,14646.0,2010-10-01 14:40:00,301.44,192
524971,15299.0,2010-10-01 14:55:00,612.0,144
524972,13849.0,2010-10-01 14:57:00,917.16,436
524973,13320.0,2010-10-01 14:59:00,372.8,230
524974,15142.0,2010-10-01 15:06:00,228.6,96
524975,15142.0,2010-10-01 15:08:00,152.49,123
524976,16108.0,2010-10-01 15:10:00,532.4300000000001,315
524977,17961.0,2010-10-01 15:12:00,7.2,2
524978,12652.0,2010-10-01 15:16:00,97.05000000000001,31
524982,12926.0,2010-10-01 15:28:00,368.11,234
524983,18266.0,2010-10-01 15:33:00,251.1,138
524985,15420.0,2010-10-01 15:46:00,107.0,166
524987,14709.0,2010-10-01 15:51:00,381.39,149
524988,14709.0,2010-10-01 15:52:00,34.8,16
524989,12921.0,2010-10-01 16:10:00,443.09,163
524990,17858.0,2010-10-01 16:11:00,107.80000000000001,28
524991,12921.0,2010-10-01 16:11:00,66.0,60
524992,16864.0,2010-10-01 16:16:00,297.53,199
524994,17380.0,2010-10-01 16:42:00,123.6,48
525000,15465.0,2010-10-03 10:13:00,523.3,134
525001,13380.0,2010-10-03 10:18:00,62.4,48
525002,17022.0,2010-10-03 10:27:00,189.0,72
525003,14047.0,2010-10-03 10:36:00,484.59000000000003,220
525004,13674.0,2010-10-03 10:41:00,240.68,102
525006,18270.0,2010-10-03 10:49:00,161.4,108
525007,15196.0,2010-10-03 10:50:00,164.0,64
525008,12557.0,2010-10-03 10:50:00,2443.98,918
525009,15164.0,2010-10-03 10:50:00,238.75,124
525010,16923.0,2010-10-03 10:51:00,628.1,234
525011,14156.0,2010-10-03 10:52:00,2736.16,1674
525012,16848.0,2010-10-03 11:01:00,751.95,389
525013,14911.0,2010-10-03 11:15:00,1280.16,920
525014,14911.0,2010-10-03 11:17:00,515.0500000000001,271
525015,16868.0,2010-10-03 11:26:00,83.19,31
525016,15860.0,2010-10-03 11:35:00,176.94,64
525017,13014.0,2010-10-03 11:35:00,1914.8,1074
525018,15290.0,2010-10-03 11:43:00,482.21999999999997,430
525019,14254.0,2010-10-03 11:52:00,601.03,263
525020,13590.0,2010-10-03 11:53:00,1018.36,816
525021,17618.0,2010-10-03 12:00:00,586.23,218
525022,17412.0,2010-10-03 12:00:00,655.85,48
525023,13873.0,2010-10-03 12:00:00,167.92,126
525024,17150.0,2010-10-03 12:05:00,365.0,114
525025,13838.0,2010-10-03 12:07:00,357.44,160
525029,13838.0,2010-10-03 12:13:00,64.1,30
525030,15351.0,2010-10-03 12:18:00,679.79,269
525031,13838.0,2010-10-03 12:18:00,74.63,40
525032,13642.0,2010-10-03 12:23:00,116.32,60
525033,13642.0,2010-10-03 12:29:00,41.95,19
525035,13642.0,2010-10-03 12:33:00,1.65,1
525036,14310.0,2010-10-03 12:34:00,492.1,230
525037,14911.0,2010-10-03 12:40:00,4623.34,2595
525038,14342.0,2010-10-03 12:46:00,88.6,90
525040,15859.0,2010-10-03 12:52:00,438.46,174
525041,14392.0,2010-10-03 12:56:00,266.4,114
525042,14008.0,2010-10-03 13:09:00,509.04,326
525045,16823.0,2010-10-03 13:21:00,507.76,299
525048,14135.0,2010-10-03 13:33:00,114.55000000000001,27
525049,12600.0,2010-10-03 13:38:00,239.01000000000002,64
525051,16331.0,2010-10-03 13:44:00,196.20000000000002,84
525052,16331.0,2010-10-03 13:45:00,157.4,76
525053,16331.0,2010-10-03 13:47:00,47.2,48
525054,17126.0,2010-10-03 13:47:00,349.74,211
525055,16407.0,2010-10-03 13:56:00,290.42,122
525056,15143.0,2010-10-03 13:58:00,304.18,170
525057,13245.0,2010-10-03 14:03:00,558.72,246
525058,16407.0,2010-10-03 14:07:00,7.95,1
525059,15978.0,2010-10-03 14:08:00,1581.52,1191
525060,14462.0,2010-10-03 14:13:00,265.99,108
525061,16312.0,2010-10-03 14:15:00,171.15,53
525063,14209.0,2010-10-03 14:23:00,258.65,63
525064,13032.0,2010-10-03 14:23:00,521.5,278
525065,16799.0,2010-10-03 14:28:00,247.19,76
525066,16584.0,2010-10-03 14:32:00,789.23,521
525067,14579.0,2010-10-03 14:36:00,105.56,56
525068,15579.0,2010-10-03 14:37:00,665.63,366
525070,16549.0,2010-10-03 14:47:00,236.9,103
525071,12583.0,2010-10-03 14:50:00,614.06,544
525072,16549.0,2010-10-03 14:50:00,74.07000000000001,51
525073,12490.0,2010-10-03 14:52:00,373.86,194
525074,12747.0,2010-10-03 14:57:00,715.1,201
525075,16782.0,2010-10-03 15:24:00,720.06,302
525077,16485.0,2010-10-03 15:30:00,592.03,328
525079,13590.0,2010-10-03 15:33:00,17.700000000000003,6
525080,13213.0,2010-10-03 15:37:00,549.98,228
525081,17069.0,2010-10-03 15:41:00,880.7,502
525082,14455.0,2010-10-03 15:48:00,252.15,356
525083,14415.0,2010-10-03 15:48:00,537.35,234
525084,13883.0,2010-10-03 15:53:00,299.94,170
525085,15884.0,2010-10-03 15:55:00,7.9,2
525086,16809.0,2010-10-03 15:55:00,176.1,92
525087,13326.0,2010-10-03 16:00:00,281.76,140
525088,17366.0,2010-10-03 16:04:00,610.25,229
525089,13561.0,2010-10-03 16:05:00,119.47,67
525090,18276.0,2010-10-04 08:21:00,306.16,260
525091,16817.0,2010-10-04 09:06:00,265.33,169
525092,17047.0,2010-10-04 09:14:00,422.4,238
525093,17375.0,2010-10-04 09:14:00,260.45,113
525094,13305.0,2010-10-04 09:29:00,81.19999999999999,24
525095,15159.0,2010-10-04 09:31:00,1408.52,669
525097,17621.0,2010-10-04 09:37:00,1281.82,518
525100,13367.0,2010-10-04 10:00:00,510.20000000000005,253
525102,16652.0,2010-10-04 10:03:00,1285.58,490
525103,12877.0,2010-10-04 10:29:00,79.9,22
525104,16476.0,2010-10-04 10:29:00,350.35,187
525105,13441.0,2010-10-04 10:38:00,424.26,316
525106,16422.0,2010-10-04 10:50:00,308.16,936
525107,15903.0,2010-10-04 10:52:00,1220.16,432
525108,13803.0,2010-10-04 10:52:00,628.31,479
525109,13004.0,2010-10-04 10:58:00,327.45,299
525110,13005.0,2010-10-04 11:07:00,256.25,71
525112,12474.0,2010-10-04 11:16:00,837.78,628
525113,13329.0,2010-10-04 11:30:00,2366.12,1572
525114,18284.0,2010-10-04 11:33:00,461.68,494
525129,16400.0,2010-10-04 11:44:00,410.52,488
525141,16145.0,2010-10-04 11:48:00,300.67,321
525145,16532.0,2010-10-04 11:52:00,1146.24,288
525158,14065.0,2010-10-04 12:03:00,310.87,331
525164,16571.0,2010-10-04 12:06:00,536.36,368
525165,16458.0,2010-10-04 12:07:00,211.4,124
525167,12486.0,2010-10-04 12:14:00,1037.28,523
525169,12471.0,2010-10-04 12:17:00,373.68,165
525170,12471.0,2010-10-04 12:18:00,535.8,212
525171,16414.0,2010-10-04 12:19:00,200.89000000000001,76
525172,15596.0,2010-10-04 12:22:00,355.42,190
525173,12989.0,2010-10-04 12:22:00,540.0,432
525194,16496.0,2010-10-04 12:34:00,278.25,169
525200,16444.0,2010-10-04 12:36:00,446.19,233
525202,13920.0,2010-10-04 12:37:00,321.12,568
525204,13360.0,2010-10-04 12:37:00,471.34,366
525205,14353.0,2010-10-04 12:38:00,185.04,214
525213,14849.0,2010-10-04 12:44:00,588.65,560
525214,14849.0,2010-10-04 12:45:00,257.33,269
525215,14849.0,2010-10-04 12:46:00,517.32,444
525216,16205.0,2010-10-04 12:46:00,334.72,304
525218,14321.0,2010-10-04 12:48:00,310.19,201
525219,14905.0,2010-10-04 12:48:00,226.04000000000002,136
525220,15392.0,2010-10-04 12:50:00,391.41,255
525223,14606.0,2010-10-04 12:58:00,159.58,68
525224,14911.0,2010-10-04 13:07:00,451.4,77
525225,17841.0,2010-10-04 13:10:00,445.09000000000003,472
525226,16332.0,2010-10-04 13:13:00,158.42000000000002,114
525227,17696.0,2010-10-04 13:35:00,304.87,391
525228,16556.0,2010-10-04 13:35:00,432.77,322
525230,16607.0,2010-10-04 14:09:00,166.1,210
525231,12849.0,2010-10-04 14:10:00,550.67,354
525232,17873.0,2010-10-04 14:11:00,579.75,232
525233,13144.0,2010-10-04 14:14:00,24.4,8
525234,15730.0,2010-10-04 14:15:00,288.2,195
525237,14916.0,2010-10-04 14:33:00,555.1600000000001,336
525239,13939.0,2010-10-04 14:35:00,540.76,474
525248,15789.0,2010-10-04 14:42:00,304.27,533
525249,12726.0,2010-10-04 14:42:00,557.46,558
525251,17931.0,2010-10-04 14:51:00,478.33000000000004,159
525252,14239.0,2010-10-04 15:01:00,419.61,159
525253,14236.0,2010-10-04 15:07:00,539.8,100
525254,15778.0,2010-10-04 15:10:00,307.95,101
525255,18017.0,2010-10-04 15:11:00,165.0,100
525256,15346.0,2010-10-04 15:11:00,262.48,82
525257,15819.0,2010-10-04 15:14:00,571.13,390
525258,18226.0,2010-10-04 15:15:00,466.02,304
525259,16061.0,2010-10-04 15:29:00,89.65,19
525260,13021.0,2010-10-04 15:41:00,448.1,194
525261,13035.0,2010-10-04 15:41:00,442.32,282
525262,13599.0,2010-10-04 15:44:00,214.72,132
525263,15738.0,2010-10-04 15:44:00,309.82,148
525264,13599.0,2010-10-04 15:46:00,40.8,48
525265,16168.0,2010-10-04 15:54:00,412.2,124
525277,15652.0,2010-10-04 17:07:00,373.65,177
525278,13798.0,2010-10-04 17:11:00,590.22,334
525279,14314.0,2010-10-05 08:00:00,109.80000000000001,36
525280,15661.0,2010-10-05 08:01:00,110.32000000000001,112
525281,14302.0,2010-10-05 08:10:00,271.65000000000003,123
525282,17740.0,2010-10-05 08:27:00,37.800000000000004,18
525283,14282.0,2010-10-05 08:29:00,176.5,110
525284,15061.0,2010-10-05 08:29:00,1553.4,612
525285,15061.0,2010-10-05 08:31:00,254.39999999999998,188
525286,15061.0,2010-10-05 08:34:00,4377.5199999999995,1792
525287,15061.0,2010-10-05 08:36:00,176.4,312
525288,14440.0,2010-10-05 08:45:00,435.9,114
525289,14169.0,2010-10-05 08:45:00,145.2,38
525290,18241.0,2010-10-05 08:46:00,215.75,59
525291,15241.0,2010-10-05 08:50:00,445.46,602
525294,14911.0,2010-10-05 09:21:00,211.18,63
525295,14911.0,2010-10-05 09:26:00,273.96000000000004,328
525296,15755.0,2010-10-05 09:26:00,301.24,346
525297,13715.0,2010-10-05 09:29:00,523.24,270
525298,12437.0,2010-10-05 09:32:00,253.55,86
525299,18188.0,2010-10-05 09:38:00,942.0,561
525300,12516.0,2010-10-05 09:43:00,647.1,565
525301,17095.0,2010-10-05 09:45:00,314.4,277
525302,13870.0,2010-10-05 09:46:00,447.91999999999996,282
525303,15955.0,2010-10-05 09:58:00,635.75,241
525304,13798.0,2010-10-05 10:00:00,440.76,460
525305,16060.0,2010-10-05 10:08:00,119.85,17
525306,12836.0,2010-10-05 10:14:00,531.6,64
525307,13408.0,2010-10-05 10:21:00,910.98,611
525308,12644.0,2010-10-05 10:23:00,572.45,339
525309,18145.0,2010-10-05 10:31:00,467.37,271
525310,13177.0,2010-10-05 10:35:00,229.75,89
525311,17975.0,2010-10-05 10:39:00,308.45000000000005,66
525312,15712.0,2010-10-05 10:41:00,294.65,93
525314,17726.0,2010-10-05 11:00:00,287.97,115
525315,16040.0,2010-10-05 11:09:00,268.1,98
